Time;Order;SKU;MU;TU;Module;Step;Event
594,10;0;0;0;104;1;Conditioner;Queue Down
595,10;1501;501;73;0;1;Melter;Queue Up
595,10;1506;506;62;109;2;Shaper;End Process
595,10;1504;504;59;114;2;Shaper;Start Process
595,10;0;0;0;65;1;Conditioner;Release TU
595,10;1501;501;73;9;1;Melter;Start Process
596,10;1505;505;70;0;4;Melter;Queue Up
596,10;1505;505;64;63;3;Preshaper;End Process
596,10;1504;504;65;13;3;Preshaper;Start Process
596,10;1505;505;70;7;4;Melter;Start Process
597,10;1503;503;66;51;2;Conditioner;Queue Up
597,10;0;0;0;117;2;Conditioner;Queue Down
597,10;1501;501;67;115;1;Conditioner;End Process
597,10;1503;503;66;51;2;Conditioner;Start Process
597,10;0;0;0;117;2;Conditioner;Queue Down
598,10;0;0;0;51;2;Conditioner;Release TU
599,10;1504;504;59;114;2;Shaper;End Process
599,10;1501;501;73;9;1;Melter;End Process
600,10;0;0;0;58;1;Preshaper;Queue Down
600,10;1501;501;67;115;1;Shaper;Queue Up
600,10;1501;501;67;115;1;Shaper;Start Process
601,10;1505;505;64;63;3;Conditioner;Queue Up
601,10;1503;503;66;101;2;Conditioner;End Process
601,10;1505;505;64;63;3;Conditioner;Start Process
601,10;0;0;0;106;3;Conditioner;Queue Down
602,10;1501;501;67;115;1;Shaper;End Process
602,10;0;0;0;63;3;Conditioner;Release TU
603,10;1503;503;72;3;2;Preshaper;Queue Up
603,10;1502;502;75;0;1;Melter;Queue Up
603,10;1502;502;75;8;1;Melter;Start Process
604,10;1505;505;70;7;4;Melter;End Process
604,10;1503;503;66;101;1;Shaper;Queue Up
604,10;1503;503;66;101;1;Shaper;Start Process
605,10;0;0;0;66;2;Preshaper;Queue Down
606,10;0;0;0;12;2;Preshaper;Release TU
606,10;1505;505;64;105;3;Conditioner;End Process
606,10;1503;503;66;101;1;Shaper;End Process
607,10;1502;502;75;8;1;Melter;End Process
608,10;1502;502;69;66;2;Preshaper;End Process
608,10;1503;503;72;3;2;Preshaper;Start Process
609,10;1501;501;73;9;1;Preshaper;Queue Up
609,10;1505;505;64;105;2;Shaper;Queue Up
609,10;1501;501;73;9;1;Preshaper;Start Process
609,10;1505;505;64;105;2;Shaper;Start Process
611,10;0;0;0;11;4;Preshaper;Release TU
611,10;0;0;0;61;3;Preshaper;Queue Down
612,10;0;0;0;13;3;Preshaper;Release TU
613,10;1506;506;74;0;3;Melter;Queue Up
613,10;1506;506;68;52;4;Preshaper;End Process
613,10;1502;502;69;66;2;Conditioner;Queue Up
613,10;1505;505;64;105;2;Shaper;End Process
613,10;1506;506;74;4;3;Melter;Start Process
613,10;1502;502;69;66;2;Conditioner;Start Process
613,10;0;0;0;101;2;Conditioner;Queue Down
614,10;1504;504;71;0;2;Melter;Queue Up
614,10;1504;504;65;61;3;Preshaper;End Process
614,10;1505;505;70;7;3;Preshaper;Queue Up
614,10;0;0;0;66;2;Conditioner;Release TU
614,10;1504;504;71;5;2;Melter;Start Process
614,10;1505;505;70;7;3;Preshaper;Start Process
617,10;1502;502;75;8;2;Preshaper;Queue Up
617,10;1502;502;69;117;2;Conditioner;End Process
618,10;1506;506;68;52;4;Conditioner;Queue Up
618,10;1506;506;68;52;4;Conditioner;Start Process
618,10;0;0;0;103;4;Conditioner;Queue Down
619,10;1506;506;74;4;3;Melter;End Process
619,10;1504;504;65;61;3;Conditioner;Queue Up
619,10;0;0;0;52;4;Conditioner;Release TU
619,10;1504;504;65;61;3;Conditioner;Start Process
619,10;0;0;0;107;3;Conditioner;Queue Down
620,10;1504;504;71;5;2;Melter;End Process
620,10;1502;502;69;117;1;Shaper;Queue Up
620,10;0;0;0;61;3;Conditioner;Release TU
620,10;1502;502;69;117;1;Shaper;Start Process
621,10;0;0;0;63;2;Preshaper;Queue Down
621,10;0;0;0;9;1;Preshaper;Release TU
622,10;0;0;0;3;2;Preshaper;Release TU
622,10;1502;502;69;117;1;Shaper;End Process
623,10;1501;501;73;58;1;Preshaper;End Process
623,10;1503;503;78;0;3;Melter;Queue Up
623,10;1503;503;78;6;3;Melter;Start Process
624,10;1503;503;72;63;2;Preshaper;End Process
624,10;1502;502;75;8;2;Preshaper;Start Process
624,10;1506;506;68;113;4;Conditioner;End Process
624,10;1504;504;65;106;3;Conditioner;End Process
627,10;1506;506;68;113;2;Shaper;Queue Up
627,10;1504;504;65;106;2;Shaper;Queue Up
627,10;1506;506;68;113;2;Shaper;Start Process
628,10;1501;501;73;58;1;Conditioner;Queue Up
628,10;1501;501;73;58;1;Conditioner;Start Process
628,10;0;0;0;108;1;Conditioner;Queue Down
629,10;0;0;0;55;3;Preshaper;Queue Down
629,10;1506;506;74;4;4;Preshaper;Queue Up
629,10;1503;503;78;6;3;Melter;End Process
629,10;1503;503;72;63;2;Conditioner;Queue Up
629,10;0;0;0;58;1;Conditioner;Release TU
629,10;1506;506;74;4;4;Preshaper;Start Process
629,10;1503;503;72;63;2;Conditioner;Start Process
629,10;0;0;0;105;2;Conditioner;Queue Down
630,10;0;0;0;56;4;Preshaper;Queue Down
630,10;0;0;0;7;3;Preshaper;Release TU
630,10;1504;504;71;5;3;Preshaper;Queue Up
630,10;0;0;0;63;2;Conditioner;Release TU
631,10;1501;501;79;0;2;Melter;Queue Up
631,10;1506;506;68;113;2;Shaper;End Process
631,10;1504;504;65;106;2;Shaper;Start Process
631,10;1501;501;73;104;1;Conditioner;End Process
631,10;1501;501;79;14;2;Melter;Start Process
632,10;1505;505;76;0;4;Melter;Queue Up
632,10;1505;505;70;55;3;Preshaper;End Process
632,10;1504;504;71;5;3;Preshaper;Start Process
632,10;1505;505;76;1;4;Melter;Start Process
633,10;1503;503;72;101;2;Conditioner;End Process
634,10;0;0;0;62;1;Preshaper;Queue Down
634,10;1501;501;73;104;1;Shaper;Queue Up
634,10;1501;501;73;104;1;Shaper;Start Process
635,10;1504;504;65;106;2;Shaper;End Process
636,10;1503;503;72;101;1;Shaper;Queue Up
636,10;1501;501;73;104;1;Shaper;End Process
636,10;1503;503;72;101;1;Shaper;Start Process
637,10;0;0;0;66;2;Preshaper;Queue Down
637,10;1501;501;79;14;2;Melter;End Process
637,10;1505;505;70;55;3;Conditioner;Queue Up
637,10;1505;505;70;55;3;Conditioner;Start Process
637,10;0;0;0;109;3;Conditioner;Queue Down
638,10;0;0;0;8;2;Preshaper;Release TU
638,10;1503;503;72;101;1;Shaper;End Process
638,10;0;0;0;55;3;Conditioner;Release TU
639,10;1503;503;78;6;2;Preshaper;Queue Up
639,10;1502;502;81;0;2;Melter;Queue Up
639,10;1502;502;81;10;2;Melter;Start Process
640,10;1502;502;75;66;2;Preshaper;End Process
640,10;1503;503;78;6;2;Preshaper;Start Process
640,10;1505;505;76;1;4;Melter;End Process
642,10;1505;505;70;107;3;Conditioner;End Process
645,10;1502;502;81;10;2;Melter;End Process
645,10;1502;502;75;66;2;Conditioner;Queue Up
645,10;1505;505;70;107;2;Shaper;Queue Up
645,10;1502;502;75;66;2;Conditioner;Start Process
645,10;1505;505;70;107;2;Shaper;Start Process
645,10;0;0;0;117;2;Conditioner;Queue Down
646,10;0;0;0;66;2;Conditioner;Release TU
647,10;0;0;0;4;4;Preshaper;Release TU
647,10;0;0;0;60;3;Preshaper;Queue Down
647,10;1501;501;79;14;1;Preshaper;Queue Up
647,10;1501;501;79;14;1;Preshaper;Start Process
648,10;0;0;0;5;3;Preshaper;Release TU
649,10;1506;506;80;0;3;Melter;Queue Up
649,10;1506;506;74;56;4;Preshaper;End Process
649,10;1502;502;75;105;2;Conditioner;End Process
649,10;1505;505;70;107;2;Shaper;End Process
649,10;1506;506;80;2;3;Melter;Start Process
650,10;1504;504;77;0;1;Melter;Queue Up
650,10;1504;504;71;60;3;Preshaper;End Process
650,10;1505;505;76;1;3;Preshaper;Queue Up
650,10;1504;504;77;16;1;Melter;Start Process
650,10;1505;505;76;1;3;Preshaper;Start Process
652,10;1502;502;75;105;1;Shaper;Queue Up
652,10;1502;502;75;105;1;Shaper;Start Process
653,10;0;0;0;52;2;Preshaper;Queue Down
654,10;0;0;0;6;2;Preshaper;Release TU
654,10;1506;506;74;56;4;Conditioner;Queue Up
654,10;1504;504;77;16;1;Melter;End Process
654,10;1502;502;75;105;1;Shaper;End Process
654,10;1506;506;74;56;4;Conditioner;Start Process
654,10;0;0;0;102;4;Conditioner;Queue Down
655,10;1502;502;81;10;2;Preshaper;Queue Up
655,10;1506;506;80;2;3;Melter;End Process
655,10;1504;504;71;60;3;Conditioner;Queue Up
655,10;0;0;0;56;4;Conditioner;Release TU
655,10;1504;504;71;60;3;Conditioner;Start Process
655,10;0;0;0;114;3;Conditioner;Queue Down
656,10;1503;503;78;52;2;Preshaper;End Process
656,10;1502;502;81;10;2;Preshaper;Start Process
656,10;0;0;0;60;3;Conditioner;Release TU
659,10;0;0;0;14;1;Preshaper;Release TU
659,10;1503;503;84;0;3;Melter;Queue Up
659,10;0;0;0;17;3;Melter;Queue Down
659,10;1503;503;84;17;3;Melter;Start Process
660,10;1506;506;74;103;4;Conditioner;End Process
660,10;1504;504;71;109;3;Conditioner;End Process
661,10;1501;501;79;62;1;Preshaper;End Process
661,10;1503;503;78;52;2;Conditioner;Queue Up
661,10;1503;503;78;52;2;Conditioner;Start Process
661,10;0;0;0;113;2;Conditioner;Queue Down
662,10;0;0;0;52;2;Conditioner;Release TU
663,10;1506;506;74;103;2;Shaper;Queue Up
663,10;1504;504;71;109;2;Shaper;Queue Up
663,10;1506;506;74;103;2;Shaper;Start Process
664,10;1504;504;77;16;3;Preshaper;Queue Up
665,10;0;0;0;64;3;Preshaper;Queue Down
665,10;1506;506;80;2;4;Preshaper;Queue Up
665,10;1503;503;84;17;3;Melter;End Process
665,10;1503;503;78;117;2;Conditioner;End Process
665,10;1506;506;80;2;4;Preshaper;Start Process
666,10;0;0;0;53;4;Preshaper;Queue Down
666,10;0;0;0;1;3;Preshaper;Release TU
666,10;1501;501;79;62;1;Conditioner;Queue Up
666,10;1501;501;79;62;1;Conditioner;Start Process
666,10;0;0;0;116;1;Conditioner;Queue Down
667,10;1501;501;85;0;1;Melter;Queue Up
667,10;1506;506;74;103;2;Shaper;End Process
667,10;1504;504;71;109;2;Shaper;Start Process
667,10;0;0;0;62;1;Conditioner;Release TU
667,10;1501;501;85;12;1;Melter;Start Process
668,10;1505;505;82;0;4;Melter;Queue Up
668,10;1505;505;76;64;3;Preshaper;End Process
668,10;1504;504;77;16;3;Preshaper;Start Process
668,10;1503;503;78;117;1;Shaper;Queue Up
668,10;1505;505;82;15;4;Melter;Start Process
668,10;1503;503;78;117;1;Shaper;Start Process
669,10;0;0;0;61;2;Preshaper;Queue Down
669,10;1501;501;79;108;1;Conditioner;End Process
670,10;0;0;0;10;2;Preshaper;Release TU
670,10;1503;503;78;117;1;Shaper;End Process
671,10;1504;504;71;109;2;Shaper;End Process
671,10;1501;501;85;12;1;Melter;End Process
672,10;1502;502;81;61;2;Preshaper;End Process
672,10;0;0;0;54;1;Preshaper;Queue Down
672,10;1501;501;79;108;1;Shaper;Queue Up
672,10;1501;501;79;108;1;Shaper;Start Process
673,10;1505;505;76;64;3;Conditioner;Queue Up
673,10;1505;505;76;64;3;Conditioner;Start Process
673,10;0;0;0;115;3;Conditioner;Queue Down
674,10;1501;501;79;108;1;Shaper;End Process
674,10;0;0;0;64;3;Conditioner;Release TU
675,10;1503;503;84;17;2;Preshaper;Queue Up
675,10;1502;502;87;0;1;Melter;Queue Up
675,10;1503;503;84;17;2;Preshaper;Start Process
675,10;1502;502;87;11;1;Melter;Start Process
676,10;1505;505;82;15;4;Melter;End Process
677,10;1502;502;81;61;2;Conditioner;Queue Up
677,10;0;0;0;118;2;Conditioner;Queue Down
677,10;1502;502;81;61;2;Conditioner;Start Process
677,10;0;0;0;118;2;Conditioner;Queue Down
678,10;1505;505;76;114;3;Conditioner;End Process
678,10;0;0;0;61;2;Conditioner;Release TU
679,10;1502;502;87;11;1;Melter;End Process
681,10;1501;501;85;12;1;Preshaper;Queue Up
681,10;1502;502;81;113;2;Conditioner;End Process
681,10;1505;505;76;114;2;Shaper;Queue Up
681,10;1501;501;85;12;1;Preshaper;Start Process
681,10;1505;505;76;114;2;Shaper;Start Process
683,10;0;0;0;2;4;Preshaper;Release TU
683,10;0;0;0;58;3;Preshaper;Queue Down
684,10;0;0;0;16;3;Preshaper;Release TU
684,10;1502;502;81;113;1;Shaper;Queue Up
684,10;1502;502;81;113;1;Shaper;Start Process
685,10;1506;506;86;0;3;Melter;Queue Up
685,10;1506;506;80;53;4;Preshaper;End Process
685,10;0;0;0;66;2;Preshaper;Queue Down
685,10;1505;505;76;114;2;Shaper;End Process
685,10;1506;506;86;6;3;Melter;Start Process
686,10;1504;504;83;0;2;Melter;Queue Up
686,10;0;0;0;18;2;Melter;Queue Down
686,10;1504;504;77;58;3;Preshaper;End Process
686,10;1505;505;82;15;3;Preshaper;Queue Up
686,10;1502;502;81;113;1;Shaper;End Process
686,10;1504;504;83;18;2;Melter;Start Process
686,10;1505;505;82;15;3;Preshaper;Start Process
689,10;0;0;0;17;2;Preshaper;Release TU
689,10;1502;502;87;11;2;Preshaper;Queue Up
690,10;1506;506;80;53;4;Conditioner;Queue Up
690,10;1506;506;80;53;4;Conditioner;Start Process
690,10;0;0;0;111;4;Conditioner;Queue Down
691,10;1503;503;84;66;2;Preshaper;End Process
691,10;1502;502;87;11;2;Preshaper;Start Process
691,10;1506;506;86;6;3;Melter;End Process
691,10;1504;504;77;58;3;Conditioner;Queue Up
691,10;0;0;0;53;4;Conditioner;Release TU
691,10;1504;504;77;58;3;Conditioner;Start Process
691,10;0;0;0;103;3;Conditioner;Queue Down
692,10;1504;504;83;18;2;Melter;End Process
692,10;0;0;0;58;3;Conditioner;Release TU
693,10;0;0;0;12;1;Preshaper;Release TU
695,10;1501;501;85;54;1;Preshaper;End Process
695,10;1503;503;90;0;3;Melter;Queue Up
695,10;1503;503;90;14;3;Melter;Start Process
696,10;1506;506;80;102;4;Conditioner;End Process
696,10;1504;504;77;115;3;Conditioner;End Process
696,10;1503;503;84;66;2;Conditioner;Queue Up
696,10;1503;503;84;66;2;Conditioner;Start Process
696,10;0;0;0;113;2;Conditioner;Queue Down
697,10;0;0;0;66;2;Conditioner;Release TU
699,10;1506;506;80;102;2;Shaper;Queue Up
699,10;1504;504;77;115;2;Shaper;Queue Up
699,10;1506;506;80;102;2;Shaper;Start Process
700,10;1501;501;85;54;1;Conditioner;Queue Up
700,10;1503;503;84;118;2;Conditioner;End Process
700,10;1501;501;85;54;1;Conditioner;Start Process
700,10;0;0;0;112;1;Conditioner;Queue Down
701,10;0;0;0;63;3;Preshaper;Queue Down
701,10;1506;506;86;6;4;Preshaper;Queue Up
701,10;1503;503;90;14;3;Melter;End Process
701,10;0;0;0;54;1;Conditioner;Release TU
701,10;1506;506;86;6;4;Preshaper;Start Process
702,10;0;0;0;57;4;Preshaper;Queue Down
702,10;0;0;0;15;3;Preshaper;Release TU
702,10;1504;504;83;18;3;Preshaper;Queue Up
703,10;1501;501;91;0;2;Melter;Queue Up
703,10;1506;506;80;102;2;Shaper;End Process
703,10;1504;504;77;115;2;Shaper;Start Process
703,10;1501;501;85;116;1;Conditioner;End Process
703,10;1503;503;84;118;1;Shaper;Queue Up
703,10;1501;501;91;2;2;Melter;Start Process
703,10;1503;503;84;118;1;Shaper;Start Process
704,10;1505;505;88;0;4;Melter;Queue Up
704,10;1505;505;82;63;3;Preshaper;End Process
704,10;1504;504;83;18;3;Preshaper;Start Process
704,10;0;0;0;56;2;Preshaper;Queue Down
704,10;1505;505;88;3;4;Melter;Start Process
705,10;0;0;0;11;2;Preshaper;Release TU
705,10;1503;503;84;118;1;Shaper;End Process
706,10;0;0;0;59;1;Preshaper;Queue Down
706,10;1501;501;85;116;1;Shaper;Queue Up
706,10;1501;501;85;116;1;Shaper;Start Process
707,10;1502;502;87;56;2;Preshaper;End Process
707,10;1504;504;77;115;2;Shaper;End Process
708,10;1501;501;85;116;1;Shaper;End Process
709,10;1501;501;91;2;2;Melter;End Process
709,10;1505;505;82;63;3;Conditioner;Queue Up
709,10;1505;505;82;63;3;Conditioner;Start Process
709,10;0;0;0;117;3;Conditioner;Queue Down
710,10;0;0;0;63;3;Conditioner;Release TU
711,10;1503;503;90;14;2;Preshaper;Queue Up
711,10;1502;502;93;0;2;Melter;Queue Up
711,10;1503;503;90;14;2;Preshaper;Start Process
711,10;1502;502;93;16;2;Melter;Start Process
712,10;1505;505;88;3;4;Melter;End Process
712,10;1502;502;87;56;2;Conditioner;Queue Up
712,10;1502;502;87;56;2;Conditioner;Start Process
712,10;0;0;0;114;2;Conditioner;Queue Down
713,10;0;0;0;56;2;Conditioner;Release TU
714,10;1505;505;82;103;3;Conditioner;End Process
716,10;1502;502;87;113;2;Conditioner;End Process
717,10;1502;502;93;16;2;Melter;End Process
717,10;1505;505;82;103;2;Shaper;Queue Up
717,10;1505;505;82;103;2;Shaper;Start Process
719,10;0;0;0;6;4;Preshaper;Release TU
719,10;0;0;0;64;3;Preshaper;Queue Down
719,10;1501;501;91;2;1;Preshaper;Queue Up
719,10;1502;502;87;113;1;Shaper;Queue Up
719,10;1501;501;91;2;1;Preshaper;Start Process
719,10;1502;502;87;113;1;Shaper;Start Process
720,10;0;0;0;18;3;Preshaper;Release TU
720,10;0;0;0;60;2;Preshaper;Queue Down
721,10;1506;506;92;0;3;Melter;Queue Up
721,10;1506;506;86;57;4;Preshaper;End Process
721,10;1505;505;82;103;2;Shaper;End Process
721,10;1502;502;87;113;1;Shaper;End Process
721,10;1506;506;92;1;3;Melter;Start Process
722,10;1504;504;89;0;1;Melter;Queue Up
722,10;1504;504;83;64;3;Preshaper;End Process
722,10;1505;505;88;3;3;Preshaper;Queue Up
722,10;1504;504;89;13;1;Melter;Start Process
722,10;1505;505;88;3;3;Preshaper;Start Process
725,10;0;0;0;14;2;Preshaper;Release TU
726,10;1506;506;86;57;4;Conditioner;Queue Up
726,10;1504;504;89;13;1;Melter;End Process
726,10;1506;506;86;57;4;Conditioner;Start Process
726,10;0;0;0;110;4;Conditioner;Queue Down
727,10;1503;503;90;60;2;Preshaper;End Process
727,10;1502;502;93;16;2;Preshaper;Queue Up
727,10;1506;506;92;1;3;Melter;End Process
727,10;1504;504;83;64;3;Conditioner;Queue Up
727,10;0;0;0;57;4;Conditioner;Release TU
727,10;1502;502;93;16;2;Preshaper;Start Process
727,10;1504;504;83;64;3;Conditioner;Start Process
727,10;0;0;0;109;3;Conditioner;Queue Down
728,10;0;0;0;64;3;Conditioner;Release TU
731,10;0;0;0;2;1;Preshaper;Release TU
731,10;1503;503;96;0;3;Melter;Queue Up
731,10;1503;503;96;10;3;Melter;Start Process
732,10;1506;506;86;111;4;Conditioner;End Process
732,10;1504;504;83;117;3;Conditioner;End Process
732,10;1503;503;90;60;2;Conditioner;Queue Up
732,10;1503;503;90;60;2;Conditioner;Start Process
732,10;0;0;0;102;2;Conditioner;Queue Down
733,10;1501;501;91;59;1;Preshaper;End Process
733,10;0;0;0;60;2;Conditioner;Release TU
735,10;1506;506;86;111;2;Shaper;Queue Up
735,10;1504;504;83;117;2;Shaper;Queue Up
735,10;1506;506;86;111;2;Shaper;Start Process
736,10;1504;504;89;13;3;Preshaper;Queue Up
736,10;1503;503;90;114;2;Conditioner;End Process
737,10;0;0;0;61;3;Preshaper;Queue Down
737,10;1506;506;92;1;4;Preshaper;Queue Up
737,10;1503;503;96;10;3;Melter;End Process
737,10;1506;506;92;1;4;Preshaper;Start Process
738,10;0;0;0;65;4;Preshaper;Queue Down
738,10;0;0;0;3;3;Preshaper;Release TU
738,10;1501;501;91;59;1;Conditioner;Queue Up
738,10;1501;501;91;59;1;Conditioner;Start Process
738,10;0;0;0;104;1;Conditioner;Queue Down
739,10;1501;501;97;0;1;Melter;Queue Up
739,10;1506;506;86;111;2;Shaper;End Process
739,10;1504;504;83;117;2;Shaper;Start Process
739,10;1503;503;90;114;1;Shaper;Queue Up
739,10;0;0;0;59;1;Conditioner;Release TU
739,10;1501;501;97;9;1;Melter;Start Process
739,10;1503;503;90;114;1;Shaper;Start Process
740,10;1505;505;94;0;4;Melter;Queue Up
740,10;1505;505;88;61;3;Preshaper;End Process
740,10;1504;504;89;13;3;Preshaper;Start Process
740,10;0;0;0;53;2;Preshaper;Queue Down
740,10;1505;505;94;7;4;Melter;Start Process
741,10;0;0;0;16;2;Preshaper;Release TU
741,10;1501;501;91;112;1;Conditioner;End Process
741,10;1503;503;90;114;1;Shaper;End Process
743,10;1502;502;93;53;2;Preshaper;End Process
743,10;1504;504;83;117;2;Shaper;End Process
743,10;1501;501;97;9;1;Melter;End Process
744,10;0;0;0;55;1;Preshaper;Queue Down
744,10;1501;501;91;112;1;Shaper;Queue Up
744,10;1501;501;91;112;1;Shaper;Start Process
745,10;1505;505;88;61;3;Conditioner;Queue Up
745,10;1505;505;88;61;3;Conditioner;Start Process
745,10;0;0;0;108;3;Conditioner;Queue Down
746,10;1501;501;91;112;1;Shaper;End Process
746,10;0;0;0;61;3;Conditioner;Release TU
747,10;1503;503;96;10;2;Preshaper;Queue Up
747,10;1502;502;99;0;1;Melter;Queue Up
747,10;1503;503;96;10;2;Preshaper;Start Process
747,10;1502;502;99;15;1;Melter;Start Process
748,10;1505;505;94;7;4;Melter;End Process
748,10;1502;502;93;53;2;Conditioner;Queue Up
748,10;1502;502;93;53;2;Conditioner;Start Process
748,10;0;0;0;118;2;Conditioner;Queue Down
749,10;0;0;0;53;2;Conditioner;Release TU
750,10;1505;505;88;109;3;Conditioner;End Process
751,10;1502;502;99;15;1;Melter;End Process
752,10;1502;502;93;102;2;Conditioner;End Process
753,10;1501;501;97;9;1;Preshaper;Queue Up
753,10;1505;505;88;109;2;Shaper;Queue Up
753,10;1501;501;97;9;1;Preshaper;Start Process
753,10;1505;505;88;109;2;Shaper;Start Process
755,10;0;0;0;1;4;Preshaper;Release TU
755,10;0;0;0;54;3;Preshaper;Queue Down
755,10;1502;502;93;102;1;Shaper;Queue Up
755,10;1502;502;93;102;1;Shaper;Start Process
756,10;0;0;0;13;3;Preshaper;Release TU
756,10;0;0;0;58;2;Preshaper;Queue Down
757,10;1506;506;98;0;3;Melter;Queue Up
757,10;1506;506;92;65;4;Preshaper;End Process
757,10;1505;505;88;109;2;Shaper;End Process
757,10;1502;502;93;102;1;Shaper;End Process
757,10;1506;506;98;6;3;Melter;Start Process
758,10;1504;504;95;0;2;Melter;Queue Up
758,10;1504;504;89;54;3;Preshaper;End Process
758,10;1505;505;94;7;3;Preshaper;Queue Up
758,10;1504;504;95;17;2;Melter;Start Process
758,10;1505;505;94;7;3;Preshaper;Start Process
761,10;0;0;0;10;2;Preshaper;Release TU
761,10;1502;502;99;15;2;Preshaper;Queue Up
761,10;0;0;0;67;2;Preshaper;Queue Down
762,10;1506;506;92;65;4;Conditioner;Queue Up
762,10;1506;506;92;65;4;Conditioner;Start Process
762,10;0;0;0;107;4;Conditioner;Queue Down
763,10;1503;503;96;58;2;Preshaper;End Process
763,10;1502;502;99;15;2;Preshaper;Start Process
763,10;1506;506;98;6;3;Melter;End Process
763,10;1504;504;89;54;3;Conditioner;Queue Up
763,10;0;0;0;65;4;Conditioner;Release TU
763,10;1504;504;89;54;3;Conditioner;Start Process
763,10;0;0;0;116;3;Conditioner;Queue Down
764,10;1504;504;95;17;2;Melter;End Process
764,10;0;0;0;54;3;Conditioner;Release TU
765,10;0;0;0;9;1;Preshaper;Release TU
767,10;1501;501;97;55;1;Preshaper;End Process
767,10;1503;503;102;0;3;Melter;Queue Up
767,10;1503;503;102;18;3;Melter;Start Process
768,10;1506;506;92;110;4;Conditioner;End Process
768,10;1504;504;89;108;3;Conditioner;End Process
768,10;1503;503;96;58;2;Conditioner;Queue Up
768,10;1503;503;96;58;2;Conditioner;Start Process
768,10;0;0;0;113;2;Conditioner;Queue Down
769,10;0;0;0;58;2;Conditioner;Release TU
771,10;1506;506;92;110;2;Shaper;Queue Up
771,10;1504;504;89;108;2;Shaper;Queue Up
771,10;1506;506;92;110;2;Shaper;Start Process
772,10;1501;501;97;55;1;Conditioner;Queue Up
772,10;1503;503;96;118;2;Conditioner;End Process
772,10;1501;501;97;55;1;Conditioner;Start Process
772,10;0;0;0;106;1;Conditioner;Queue Down
773,10;0;0;0;60;3;Preshaper;Queue Down
773,10;1506;506;98;6;4;Preshaper;Queue Up
773,10;1503;503;102;18;3;Melter;End Process
773,10;0;0;0;55;1;Conditioner;Release TU
773,10;1506;506;98;6;4;Preshaper;Start Process
774,10;0;0;0;51;4;Preshaper;Queue Down
774,10;0;0;0;7;3;Preshaper;Release TU
774,10;1504;504;95;17;3;Preshaper;Queue Up
775,10;1501;501;103;0;2;Melter;Queue Up
775,10;1506;506;92;110;2;Shaper;End Process
775,10;1504;504;89;108;2;Shaper;Start Process
775,10;1501;501;97;104;1;Conditioner;End Process
775,10;1503;503;96;118;1;Shaper;Queue Up
775,10;1501;501;103;12;2;Melter;Start Process
775,10;1503;503;96;118;1;Shaper;Start Process
776,10;1505;505;100;0;4;Melter;Queue Up
776,10;1505;505;94;60;3;Preshaper;End Process
776,10;1504;504;95;17;3;Preshaper;Start Process
776,10;0;0;0;67;2;Preshaper;Queue Down
776,10;1505;505;100;8;4;Melter;Start Process
777,10;0;0;0;15;2;Preshaper;Release TU
777,10;1503;503;96;118;1;Shaper;End Process
778,10;0;0;0;52;1;Preshaper;Queue Down
778,10;1501;501;97;104;1;Shaper;Queue Up
778,10;1501;501;97;104;1;Shaper;Start Process
779,10;1502;502;99;67;2;Preshaper;End Process
779,10;1504;504;89;108;2;Shaper;End Process
780,10;1501;501;97;104;1;Shaper;End Process
781,10;1501;501;103;12;2;Melter;End Process
781,10;1505;505;94;60;3;Conditioner;Queue Up
781,10;1505;505;94;60;3;Conditioner;Start Process
781,10;0;0;0;115;3;Conditioner;Queue Down
782,10;0;0;0;60;3;Conditioner;Release TU
783,10;1503;503;102;18;2;Preshaper;Queue Up
783,10;1502;502;105;0;2;Melter;Queue Up
783,10;1503;503;102;18;2;Preshaper;Start Process
783,10;1502;502;105;2;2;Melter;Start Process
784,10;1505;505;100;8;4;Melter;End Process
784,10;1502;502;99;67;2;Conditioner;Queue Up
784,10;1502;502;99;67;2;Conditioner;Start Process
784,10;0;0;0;103;2;Conditioner;Queue Down
785,10;0;0;0;67;2;Conditioner;Release TU
786,10;1505;505;94;116;3;Conditioner;End Process
788,10;1502;502;99;113;2;Conditioner;End Process
789,10;1502;502;105;2;2;Melter;End Process
789,10;1505;505;94;116;2;Shaper;Queue Up
789,10;1505;505;94;116;2;Shaper;Start Process
791,10;0;0;0;6;4;Preshaper;Release TU
791,10;0;0;0;61;3;Preshaper;Queue Down
791,10;1501;501;103;12;1;Preshaper;Queue Up
791,10;1502;502;99;113;1;Shaper;Queue Up
791,10;1501;501;103;12;1;Preshaper;Start Process
791,10;1502;502;99;113;1;Shaper;Start Process
792,10;0;0;0;17;3;Preshaper;Release TU
792,10;0;0;0;58;2;Preshaper;Queue Down
793,10;1506;506;104;0;3;Melter;Queue Up
793,10;1506;506;98;51;4;Preshaper;End Process
793,10;1505;505;94;116;2;Shaper;End Process
793,10;1502;502;99;113;1;Shaper;End Process
793,10;1506;506;104;14;3;Melter;Start Process
794,10;1504;504;101;0;1;Melter;Queue Up
794,10;1504;504;95;61;3;Preshaper;End Process
794,10;1505;505;100;8;3;Preshaper;Queue Up
794,10;1504;504;101;11;1;Melter;Start Process
794,10;1505;505;100;8;3;Preshaper;Start Process
797,10;0;0;0;18;2;Preshaper;Release TU
798,10;1506;506;98;51;4;Conditioner;Queue Up
798,10;1504;504;101;11;1;Melter;End Process
